experiment,epoch,timestamp,source,grad_norm,train_loss,lr
0028_20260917_dino_lr_half,177,20260918-160640,log_195710.txt,1.3196,1.5896,0.000733
0028_20260917_dino_lr_half,178,20260918-161327,log_195710.txt,1.3286,1.5906,0.00073
0028_20260917_dino_lr_half,179,20260918-162013,log_195710.txt,1.3455,1.5914,0.000727
0028_20260917_dino_lr_half,180,20260918-162700,log_195710.txt,1.3342,1.5882,0.000724
0028_20260917_dino_lr_half,181,20260918-163405,log_195710.txt,1.3746,1.5917,0.000721
0028_20260917_dino_lr_half,182,20260918-164052,log_195710.txt,1.3469,1.5909,0.000718
0028_20260917_dino_lr_half,183,20260918-164739,log_195710.txt,1.3372,1.5896,0.000716
0028_20260917_dino_lr_half,184,20260918-165426,log_195710.txt,1.3388,1.5899,0.000713
0028_20260917_dino_lr_half,185,20260918-170112,log_195710.txt,1.3898,1.595,0.00071
0028_20260917_dino_lr_half,186,20260918-170818,log_195710.txt,1.3457,1.591,0.000707
0028_20260917_dino_lr_half,187,20260918-171504,log_195710.txt,1.35,1.5895,0.000704
0028_20260917_dino_lr_half,188,20260918-172152,log_195710.txt,1.3694,1.5915,0.000701
0028_20260917_dino_lr_half,189,20260918-172838,log_195710.txt,1.4023,1.5918,0.000698
0028_20260917_dino_lr_half,190,20260918-173525,log_195710.txt,1.4299,1.5937,0.000695
0028_20260917_dino_lr_half,191,20260918-174230,log_195710.txt,1.5069,1.5986,0.000692
0028_20260917_dino_lr_half,192,20260918-174917,log_195710.txt,1.3622,1.5878,0.000689
0028_20260917_dino_lr_half,193,20260918-175604,log_195710.txt,1.4001,1.5903,0.000686
0028_20260917_dino_lr_half,194,20260918-180251,log_195710.txt,1.4106,1.5932,0.000683
0028_20260917_dino_lr_half,195,20260918-180938,log_195710.txt,1.4163,1.5921,0.00068
0028_20260917_dino_lr_half,196,20260918-181642,log_195710.txt,1.4678,1.5949,0.000676
0028_20260917_dino_lr_half,197,20260918-182329,log_195710.txt,1.4297,1.593,0.000673
0028_20260917_dino_lr_half,198,20260918-183015,log_195710.txt,1.4675,1.5972,0.00067
0028_20260917_dino_lr_half,199,20260918-183703,log_195710.txt,1.5007,1.5982,0.000667
0028_20260917_dino_lr_half,200,20260918-184349,log_195710.txt,1.4775,1.5992,0.000664
0028_20260917_dino_lr_half,201,20260918-185054,log_195710.txt,1.4409,1.5927,0.000661
0028_20260917_dino_lr_half,202,20260918-185741,log_195710.txt,1.4375,1.5893,0.000658
0028_20260917_dino_lr_half,203,20260918-190428,log_195710.txt,1.4628,1.5905,0.000655
0028_20260917_dino_lr_half,204,20260918-191115,log_195710.txt,1.4536,1.5896,0.000652
0028_20260917_dino_lr_half,205,20260918-191801,log_195710.txt,1.4607,1.588,0.000649
0028_20260917_dino_lr_half,206,20260918-192505,log_195710.txt,1.5018,1.5897,0.000645
0028_20260917_dino_lr_half,207,20260918-193152,log_195710.txt,1.4969,1.5898,0.000642
0028_20260917_dino_lr_half,208,20260918-193838,log_195710.txt,1.4979,1.5899,0.000639
0028_20260917_dino_lr_half,209,20260918-194525,log_195710.txt,1.518,1.5917,0.000636
0028_20260917_dino_lr_half,210,20260918-195212,log_195710.txt,1.5294,1.591,0.000633
0028_20260917_dino_lr_half,211,20260918-195918,log_195710.txt,1.5623,1.5922,0.00063
0028_20260917_dino_lr_half,212,20260918-200605,log_195710.txt,1.5345,1.5903,0.000627
0028_20260917_dino_lr_half,213,20260918-201251,log_195710.txt,1.5578,1.5913,0.000623
0028_20260917_dino_lr_half,214,20260918-201938,log_195710.txt,1.5658,1.5937,0.00062
0028_20260917_dino_lr_half,215,20260918-202625,log_195710.txt,1.5748,1.5919,0.000617
0028_20260917_dino_lr_half,216,20260918-203330,log_195710.txt,1.5723,1.5902,0.000614
0028_20260917_dino_lr_half,217,20260918-204017,log_195710.txt,1.5919,1.5891,0.000611
0028_20260917_dino_lr_half,218,20260918-204704,log_195710.txt,1.5799,1.5911,0.000608
0028_20260917_dino_lr_half,219,20260918-205351,log_195710.txt,1.5748,1.5889,0.000604
0028_20260917_dino_lr_half,220,20260918-210037,log_195710.txt,1.5701,1.5845,0.000601
0028_20260917_dino_lr_half,221,20260918-210742,log_195710.txt,1.6127,1.5869,0.000598
0028_20260917_dino_lr_half,222,20260918-211429,log_195710.txt,1.6032,1.5848,0.000595
0028_20260917_dino_lr_half,223,20260918-212115,log_195710.txt,1.6815,1.5896,0.000592
0028_20260917_dino_lr_half,224,20260918-212802,log_195710.txt,1.6463,1.5916,0.000588
0028_20260917_dino_lr_half,225,20260918-213448,log_195710.txt,1.6352,1.5856,0.000585
0028_20260917_dino_lr_half,226,20260918-214153,log_195710.txt,1.6562,1.5848,0.000582
0028_20260917_dino_lr_half,227,20260918-214840,log_195710.txt,1.679,1.5845,0.000579
0028_20260917_dino_lr_half,228,20260918-215526,log_195710.txt,1.6663,1.584,0.000575
0028_20260917_dino_lr_half,229,20260918-220213,log_195710.txt,1.6675,1.5822,0.000572
0028_20260917_dino_lr_half,230,20260918-220900,log_195710.txt,1.6855,1.5832,0.000569
0028_20260917_dino_lr_half,231,20260918-221605,log_195710.txt,1.718,1.5843,0.000566
0028_20260917_dino_lr_half,232,20260918-222251,log_195710.txt,1.72,1.5834,0.000562
0028_20260917_dino_lr_half,233,20260918-222938,log_195710.txt,1.7249,1.5864,0.000559
0028_20260917_dino_lr_half,234,20260918-223624,log_195710.txt,1.7224,1.579,0.000556
0028_20260917_dino_lr_half,235,20260918-224310,log_195710.txt,1.7626,1.5826,0.000553
0028_20260917_dino_lr_half,236,20260918-225015,log_195710.txt,1.7455,1.5825,0.000549
0028_20260917_dino_lr_half,237,20260918-225702,log_195710.txt,1.8025,1.5832,0.000546
0028_20260917_dino_lr_half,238,20260918-230348,log_195710.txt,1.7768,1.5824,0.000543
0028_20260917_dino_lr_half,239,20260918-231035,log_195710.txt,1.7859,1.5798,0.00054
0028_20260917_dino_lr_half,240,20260918-231720,log_195710.txt,1.7899,1.5788,0.000536
0028_20260917_dino_lr_half,241,20260918-232424,log_195710.txt,1.7878,1.5776,0.000533
0028_20260917_dino_lr_half,242,20260918-233111,log_195710.txt,1.8226,1.5802,0.00053
0028_20260917_dino_lr_half,243,20260918-233758,log_195710.txt,1.877,1.581,0.000527
0028_20260917_dino_lr_half,244,20260918-234445,log_195710.txt,1.828,1.5791,0.000523
0028_20260917_dino_lr_half,245,20260918-235131,log_195710.txt,1.815,1.5794,0.00052
0028_20260917_dino_lr_half,246,20260918-235836,log_195710.txt,1.8069,1.5801,0.000517
0028_20260917_dino_lr_half,247,20260919-000522,log_195710.txt,1.844,1.5766,0.000514
0028_20260917_dino_lr_half,248,20260919-001210,log_195710.txt,1.8069,1.5718,0.00051
0028_20260917_dino_lr_half,249,20260919-001856,log_195710.txt,1.8234,1.5707,0.000507
0028_20260917_dino_lr_half,250,20260919-002544,log_195710.txt,1.8341,1.5715,0.000504
0028_20260917_dino_lr_half,251,20260919-003249,log_195710.txt,1.8362,1.5709,0.000501
0028_20260917_dino_lr_half,252,20260919-003936,log_195710.txt,1.8826,1.5751,0.000497
0028_20260917_dino_lr_half,253,20260919-004623,log_195710.txt,1.9203,1.5729,0.000494
0028_20260917_dino_lr_half,254,20260919-005310,log_195710.txt,1.9174,1.5711,0.000491
0028_20260917_dino_lr_half,255,20260919-005957,log_195710.txt,1.9192,1.5711,0.000487
0028_20260917_dino_lr_half,256,20260919-010702,log_195710.txt,1.9426,1.5729,0.000484
0028_20260917_dino_lr_half,257,20260919-011349,log_195710.txt,1.9175,1.5689,0.000481
0028_20260917_dino_lr_half,258,20260919-012036,log_195710.txt,1.9658,1.569,0.000478
0028_20260917_dino_lr_half,259,20260919-012723,log_195710.txt,1.9941,1.5715,0.000474
0028_20260917_dino_lr_half,260,20260919-013410,log_195710.txt,1.9412,1.5655,0.000471
0028_20260917_dino_lr_half,261,20260919-014116,log_195710.txt,1.9544,1.5675,0.000468
0028_20260917_dino_lr_half,262,20260919-014803,log_195710.txt,1.9631,1.5668,0.000465
0028_20260917_dino_lr_half,263,20260919-015450,log_195710.txt,1.9391,1.5628,0.000461
0028_20260917_dino_lr_half,264,20260919-020138,log_195710.txt,1.9334,1.5603,0.000458
0028_20260917_dino_lr_half,265,20260919-020825,log_195710.txt,1.961,1.5626,0.000455
0028_20260917_dino_lr_half,266,20260919-021531,log_195710.txt,1.9378,1.5582,0.000452
0028_20260917_dino_lr_half,267,20260919-022218,log_195710.txt,1.9699,1.5573,0.000448
0028_20260917_dino_lr_half,268,20260919-022905,log_195710.txt,1.9868,1.5572,0.000445
0028_20260917_dino_lr_half,269,20260919-023552,log_195710.txt,2.0268,1.5573,0.000442
0028_20260917_dino_lr_half,270,20260919-024238,log_195710.txt,2.045,1.56,0.000439
0028_20260917_dino_lr_half,271,20260919-024944,log_195710.txt,2.063,1.5568,0.000435
0028_20260917_dino_lr_half,272,20260919-025631,log_195710.txt,2.011,1.5545,0.000432
0028_20260917_dino_lr_half,273,20260919-030319,log_195710.txt,1.9793,1.5471,0.000429
0028_20260917_dino_lr_half,274,20260919-031006,log_195710.txt,2.0274,1.5489,0.000426
0028_20260917_dino_lr_half,275,20260919-031653,log_195710.txt,2.0437,1.5481,0.000422
0028_20260917_dino_lr_half,276,20260919-032359,log_195710.txt,2.1216,1.5527,0.000419
0028_20260917_dino_lr_half,277,20260919-033046,log_195710.txt,2.1258,1.5498,0.000416
0028_20260917_dino_lr_half,278,20260919-033733,log_195710.txt,2.0668,1.5465,0.000413
0028_20260917_dino_lr_half,279,20260919-034419,log_195710.txt,2.0986,1.5471,0.000409
0028_20260917_dino_lr_half,280,20260919-035106,log_195710.txt,2.1387,1.5452,0.000406
0028_20260917_dino_lr_half,281,20260919-035810,log_195710.txt,2.1644,1.5455,0.000403
0028_20260917_dino_lr_half,282,20260919-040457,log_195710.txt,2.1096,1.5411,0.0004
0028_20260917_dino_lr_half,283,20260919-041145,log_195710.txt,2.1205,1.5429,0.000397
0028_20260917_dino_lr_half,284,20260919-041831,log_195710.txt,2.1031,1.5364,0.000393
0028_20260917_dino_lr_half,285,20260919-042518,log_195710.txt,2.114,1.5375,0.00039
0028_20260917_dino_lr_half,286,20260919-043222,log_195710.txt,2.1671,1.5364,0.000387
0028_20260917_dino_lr_half,287,20260919-043909,log_195710.txt,2.2355,1.5376,0.000384
0028_20260917_dino_lr_half,288,20260919-044556,log_195710.txt,2.2324,1.5357,0.000381
0028_20260917_dino_lr_half,289,20260919-045244,log_195710.txt,2.2568,1.5365,0.000378
0028_20260917_dino_lr_half,290,20260919-045931,log_195710.txt,2.2736,1.5348,0.000374
0028_20260917_dino_lr_half,291,20260919-050637,log_195710.txt,2.223,1.5338,0.000371
0028_20260917_dino_lr_half,292,20260919-051324,log_195710.txt,2.2186,1.5297,0.000368
0028_20260917_dino_lr_half,293,20260919-052011,log_195710.txt,2.2243,1.5291,0.000365
0028_20260917_dino_lr_half,294,20260919-052657,log_195710.txt,2.1934,1.5251,0.000362
0028_20260917_dino_lr_half,295,20260919-053344,log_195710.txt,2.2321,1.5222,0.000359
0028_20260917_dino_lr_half,296,20260919-054049,log_195710.txt,2.2959,1.5254,0.000356
0028_20260917_dino_lr_half,297,20260919-054736,log_195710.txt,2.3256,1.5228,0.000352
0028_20260917_dino_lr_half,298,20260919-055423,log_195710.txt,2.2952,1.5206,0.000349
0028_20260917_dino_lr_half,299,20260919-060110,log_195710.txt,2.196,1.5168,0.000346
0028_20260917_dino_lr_half,300,20260919-060756,log_195710.txt,2.1374,1.5127,0.000343
0028_20260917_dino_lr_half,301,20260919-061501,log_195710.txt,2.2761,1.5143,0.00034
0028_20260917_dino_lr_half,302,20260919-062147,log_195710.txt,2.3352,1.5124,0.000337
0028_20260917_dino_lr_half,303,20260919-062834,log_195710.txt,2.2701,1.5088,0.000334
0028_20260917_dino_lr_half,304,20260919-063521,log_195710.txt,2.2959,1.5077,0.000331
0028_20260917_dino_lr_half,305,20260919-064208,log_195710.txt,2.3013,1.5049,0.000328
0028_20260917_dino_lr_half,306,20260919-064913,log_195710.txt,2.344,1.5088,0.000325
0028_20260917_dino_lr_half,307,20260919-065601,log_195710.txt,2.3481,1.5064,0.000321
0028_20260917_dino_lr_half,308,20260919-070248,log_195710.txt,2.3271,1.5028,0.000318
0028_20260917_dino_lr_half,309,20260919-070935,log_195710.txt,2.358,1.5019,0.000315
0028_20260917_dino_lr_half,310,20260919-071621,log_195710.txt,2.4427,1.5015,0.000312
0028_20260917_dino_lr_half,311,20260919-072326,log_195710.txt,2.4639,1.4997,0.000309
0028_20260917_dino_lr_half,312,20260919-073014,log_195710.txt,2.4616,1.4983,0.000306
0028_20260917_dino_lr_half,313,20260919-073701,log_195710.txt,2.4203,1.4951,0.000303
0028_20260917_dino_lr_half,314,20260919-074348,log_195710.txt,2.3742,1.4904,0.0003
0028_20260917_dino_lr_half,315,20260919-075035,log_195710.txt,2.3793,1.4878,0.000297
0028_20260917_dino_lr_half,316,20260919-075740,log_195710.txt,2.4325,1.4867,0.000294
0028_20260917_dino_lr_half,317,20260919-080426,log_195710.txt,2.4314,1.4848,0.000291
0028_20260917_dino_lr_half,318,20260919-081114,log_195710.txt,2.4128,1.4827,0.000288
0028_20260917_dino_lr_half,319,20260919-081801,log_195710.txt,2.3834,1.479,0.000285
0028_20260917_dino_lr_half,320,20260919-082448,log_195710.txt,2.4685,1.4777,0.000283
0028_20260917_dino_lr_half,321,20260919-083153,log_195710.txt,2.4623,1.4753,0.00028
0028_20260917_dino_lr_half,322,20260919-083841,log_195710.txt,2.5199,1.4742,0.000277
0028_20260917_dino_lr_half,323,20260919-084529,log_195710.txt,2.4254,1.4701,0.000274
0028_20260917_dino_lr_half,324,20260919-085216,log_195710.txt,2.4882,1.4691,0.000271
0028_20260917_dino_lr_half,325,20260919-085903,log_195710.txt,2.4884,1.4675,0.000268
0028_20260917_dino_lr_half,326,20260919-090609,log_195710.txt,2.4914,1.4648,0.000265
0028_20260917_dino_lr_half,327,20260919-091255,log_195710.txt,2.4729,1.4606,0.000262
0028_20260917_dino_lr_half,328,20260919-091943,log_195710.txt,2.5187,1.4605,0.000259
0028_20260917_dino_lr_half,329,20260919-092630,log_195710.txt,2.5803,1.4583,0.000256
0028_20260917_dino_lr_half,330,20260919-093318,log_195710.txt,2.5388,1.455,0.000254
0028_20260917_dino_lr_half,331,20260919-094022,log_195710.txt,2.6045,1.4567,0.000251
0028_20260917_dino_lr_half,332,20260919-094710,log_195710.txt,2.5822,1.4533,0.000248
0028_20260917_dino_lr_half,333,20260919-095357,log_195710.txt,2.5782,1.4492,0.000245
0028_20260917_dino_lr_half,334,20260919-100044,log_195710.txt,2.6423,1.4464,0.000242
0028_20260917_dino_lr_half,335,20260919-100730,log_195710.txt,2.6452,1.446,0.00024
0028_20260917_dino_lr_half,336,20260919-101434,log_195710.txt,2.6723,1.4418,0.000237
0028_20260917_dino_lr_half,337,20260919-102121,log_195710.txt,2.6467,1.4404,0.000234
0028_20260917_dino_lr_half,338,20260919-102807,log_195710.txt,2.6532,1.44,0.000231
0028_20260917_dino_lr_half,339,20260919-103454,log_195710.txt,2.8004,1.4419,0.000228
0028_20260917_dino_lr_half,340,20260919-104141,log_195710.txt,2.6422,1.4366,0.000226
0028_20260917_dino_lr_half,341,20260919-104846,log_195710.txt,2.5931,1.4333,0.000223
0028_20260917_dino_lr_half,342,20260919-105534,log_195710.txt,2.6264,1.4298,0.00022
0028_20260917_dino_lr_half,343,20260919-110222,log_195710.txt,2.6665,1.4272,0.000218
0028_20260917_dino_lr_half,344,20260919-110910,log_195710.txt,2.655,1.4234,0.000215
0028_20260917_dino_lr_half,345,20260919-111558,log_195710.txt,2.671,1.4212,0.000212
0028_20260917_dino_lr_half,346,20260919-112304,log_195710.txt,2.6764,1.4178,0.00021
0028_20260917_dino_lr_half,347,20260919-112952,log_195710.txt,2.6746,1.4157,0.000207
0028_20260917_dino_lr_half,348,20260919-113640,log_195710.txt,2.7248,1.413,0.000204
0028_20260917_dino_lr_half,349,20260919-114327,log_195710.txt,2.7434,1.4108,0.000202
0028_20260917_dino_lr_half,350,20260919-115015,log_195710.txt,2.6986,1.406,0.000199
0028_20260917_dino_lr_half,351,20260919-115720,log_195710.txt,2.8211,1.4064,0.000196
0028_20260917_dino_lr_half,352,20260919-120407,log_195710.txt,2.7601,1.4042,0.000194
0028_20260917_dino_lr_half,353,20260919-121053,log_195710.txt,2.8043,1.4005,0.000191
0028_20260917_dino_lr_half,354,20260919-121741,log_195710.txt,2.7759,1.3977,0.000189
0028_20260917_dino_lr_half,355,20260919-122428,log_195710.txt,2.823,1.3957,0.000186
0028_20260917_dino_lr_half,356,20260919-123133,log_195710.txt,2.8053,1.3924,0.000184
0028_20260917_dino_lr_half,357,20260919-123821,log_195710.txt,2.837,1.389,0.000181
0028_20260917_dino_lr_half,358,20260919-124508,log_195710.txt,2.847,1.3888,0.000179
0028_20260917_dino_lr_half,359,20260919-125156,log_195710.txt,2.8979,1.385,0.000176
0028_20260917_dino_lr_half,360,20260919-125844,log_195710.txt,2.9408,1.3843,0.000174
0028_20260917_dino_lr_half,361,20260919-130549,log_195710.txt,2.9806,1.3787,0.000171
0028_20260917_dino_lr_half,362,20260919-131237,log_195710.txt,2.968,1.3764,0.000169
0028_20260917_dino_lr_half,363,20260919-131924,log_195710.txt,2.9783,1.3744,0.000166
0028_20260917_dino_lr_half,364,20260919-132612,log_195710.txt,3.0202,1.3705,0.000164
0028_20260917_dino_lr_half,365,20260919-133259,log_195710.txt,2.9933,1.3674,0.000161
0028_20260917_dino_lr_half,366,20260919-134004,log_195710.txt,3.0285,1.3655,0.000159
0028_20260917_dino_lr_half,367,20260919-134652,log_195710.txt,3.0441,1.3629,0.000157
0028_20260917_dino_lr_half,368,20260919-135339,log_195710.txt,3.1358,1.3604,0.000154
0028_20260917_dino_lr_half,369,20260919-140027,log_195710.txt,3.1163,1.3574,0.000152
0028_20260917_dino_lr_half,370,20260919-140715,log_195710.txt,3.1006,1.3549,0.00015
0028_20260917_dino_lr_half,371,20260919-141422,log_195710.txt,3.0337,1.3498,0.000147
0028_20260917_dino_lr_half,372,20260919-142109,log_195710.txt,3.0214,1.3463,0.000145
0028_20260917_dino_lr_half,373,20260919-142757,log_195710.txt,3.0358,1.3432,0.000143
0028_20260917_dino_lr_half,374,20260919-143445,log_195710.txt,3.1761,1.3418,0.00014
0028_20260917_dino_lr_half,375,20260919-144133,log_195710.txt,3.1692,1.339,0.000138
0028_20260917_dino_lr_half,376,20260919-144839,log_195710.txt,3.1479,1.3338,0.000136
0028_20260917_dino_lr_half,377,20260919-145527,log_195710.txt,3.1487,1.331,0.000134
0028_20260917_dino_lr_half,378,20260919-150215,log_195710.txt,3.239,1.3291,0.000131
0028_20260917_dino_lr_half,379,20260919-150903,log_195710.txt,3.2537,1.3275,0.000129
0028_20260917_dino_lr_half,380,20260919-151550,log_195710.txt,3.3843,1.3239,0.000127
0028_20260917_dino_lr_half,381,20260919-152256,log_195710.txt,3.2476,1.3213,0.000125
0028_20260917_dino_lr_half,382,20260919-152944,log_195710.txt,3.1695,1.3178,0.000123
0028_20260917_dino_lr_half,383,20260919-153631,log_195710.txt,3.232,1.3153,0.000121
0028_20260917_dino_lr_half,384,20260919-154319,log_195710.txt,3.1693,1.3118,0.000119
0028_20260917_dino_lr_half,385,20260919-155006,log_195710.txt,3.2573,1.3063,0.000116
0028_20260917_dino_lr_half,386,20260919-155712,log_195710.txt,3.3317,1.3051,0.000114
0028_20260917_dino_lr_half,387,20260919-160400,log_195710.txt,3.3588,1.3016,0.000112
0028_20260917_dino_lr_half,388,20260919-161047,log_195710.txt,3.246,1.2962,0.00011
0028_20260917_dino_lr_half,389,20260919-161735,log_195710.txt,3.2673,1.2925,0.000108
0028_20260917_dino_lr_half,390,20260919-162423,log_195710.txt,3.52,1.2903,0.000106
0028_20260917_dino_lr_half,391,20260919-163128,log_195710.txt,3.4631,1.2906,0.000104
0028_20260917_dino_lr_half,392,20260919-163816,log_195710.txt,3.3108,1.2822,0.000102
0028_20260917_dino_lr_half,393,20260919-164504,log_195710.txt,3.4299,1.2812,0.0001
0028_20260917_dino_lr_half,394,20260919-165152,log_195710.txt,3.3586,1.2766,9.83e-05
0028_20260917_dino_lr_half,395,20260919-165839,log_195710.txt,3.4657,1.2729,9.64e-05
0028_20260917_dino_lr_half,396,20260919-170545,log_195710.txt,3.5904,1.2705,9.45e-05
0028_20260917_dino_lr_half,397,20260919-171232,log_195710.txt,3.6967,1.266,9.26e-05
0028_20260917_dino_lr_half,398,20260919-171920,log_195710.txt,3.6963,1.2645,9.07e-05
0028_20260917_dino_lr_half,399,20260919-172608,log_195710.txt,3.665,1.26,8.88e-05
0028_20260917_dino_lr_half,400,20260919-173256,log_195710.txt,3.6999,1.2584,8.7e-05
0028_20260917_dino_lr_half,401,20260919-174002,log_195710.txt,3.7041,1.253,8.52e-05
0028_20260917_dino_lr_half,402,20260919-174650,log_195710.txt,3.7529,1.2505,8.34e-05
0028_20260917_dino_lr_half,403,20260919-175338,log_195710.txt,3.6826,1.247,8.16e-05
0028_20260917_dino_lr_half,404,20260919-180025,log_195710.txt,3.7193,1.244,7.98e-05
0028_20260917_dino_lr_half,405,20260919-180712,log_195710.txt,3.8378,1.24,7.81e-05
0028_20260917_dino_lr_half,406,20260919-181419,log_195710.txt,3.8489,1.2365,7.63e-05
0028_20260917_dino_lr_half,407,20260919-182106,log_195710.txt,3.7871,1.2323,7.46e-05
0028_20260917_dino_lr_half,408,20260919-182754,log_195710.txt,3.9084,1.23,7.29e-05
0028_20260917_dino_lr_half,409,20260919-183442,log_195710.txt,4.0338,1.2286,7.12e-05
0028_20260917_dino_lr_half,410,20260919-184130,log_195710.txt,4.1258,1.2243,6.96e-05
0028_20260917_dino_lr_half,411,20260919-184837,log_195710.txt,3.8493,1.2204,6.79e-05
0028_20260917_dino_lr_half,412,20260919-185524,log_195710.txt,4.037,1.2186,6.63e-05
0028_20260917_dino_lr_half,413,20260919-190212,log_195710.txt,3.9566,1.2134,6.47e-05
0028_20260917_dino_lr_half,414,20260919-190900,log_195710.txt,3.8927,1.2099,6.31e-05
0028_20260917_dino_lr_half,415,20260919-191548,log_195710.txt,3.9035,1.2053,6.15e-05
0028_20260917_dino_lr_half,416,20260919-192254,log_195710.txt,3.9927,1.2019,6e-05
0028_20260917_dino_lr_half,417,20260919-192942,log_195710.txt,4.0677,1.1985,5.84e-05
0028_20260917_dino_lr_half,418,20260919-193630,log_195710.txt,4.0789,1.1944,5.69e-05
0028_20260917_dino_lr_half,419,20260919-194318,log_195710.txt,4.1278,1.1927,5.54e-05
0028_20260917_dino_lr_half,420,20260923-152310,log_151710.txt,4.0004,1.1864,5.4e-05
0028_20260917_dino_lr_half,421,20260923-153022,log_151710.txt,4.09,1.1825,5.25e-05
0028_20260917_dino_lr_half,422,20260923-153715,log_151710.txt,4.2277,1.1801,5.11e-05
0028_20260917_dino_lr_half,423,20260923-154407,log_151710.txt,4.4573,1.1777,4.97e-05
0028_20260917_dino_lr_half,424,20260923-155101,log_151710.txt,4.2942,1.1724,4.83e-05
0028_20260917_dino_lr_half,425,20260923-155754,log_151710.txt,4.3113,1.17,4.69e-05
0028_20260917_dino_lr_half,426,20260923-160505,log_151710.txt,4.2755,1.166,4.55e-05
0028_20260917_dino_lr_half,427,20260923-161158,log_151710.txt,4.2037,1.1624,4.42e-05
0028_20260917_dino_lr_half,428,20260923-161851,log_151710.txt,4.2679,1.158,4.29e-05
0028_20260917_dino_lr_half,429,20260923-162544,log_151710.txt,4.3897,1.1551,4.16e-05
0028_20260917_dino_lr_half,430,20260923-163236,log_151710.txt,4.3625,1.1515,4.03e-05
0028_20260917_dino_lr_half,431,20260923-163947,log_151710.txt,4.4005,1.1488,3.9e-05
0028_20260917_dino_lr_half,432,20260923-164639,log_151710.txt,4.3885,1.1437,3.78e-05
0028_20260917_dino_lr_half,433,20260923-165332,log_151710.txt,4.4325,1.142,3.66e-05
0028_20260917_dino_lr_half,434,20260923-170024,log_151710.txt,4.4239,1.1372,3.54e-05
0028_20260917_dino_lr_half,435,20260923-170717,log_151710.txt,4.417,1.1338,3.42e-05
0028_20260917_dino_lr_half,436,20260923-171428,log_151710.txt,4.528,1.1312,3.3e-05
0028_20260917_dino_lr_half,437,20260923-172121,log_151710.txt,4.5202,1.1269,3.19e-05
0028_20260917_dino_lr_half,438,20260923-172813,log_151710.txt,4.4891,1.1236,3.08e-05
0028_20260917_dino_lr_half,439,20260923-173506,log_151710.txt,4.5795,1.1219,2.97e-05
0028_20260917_dino_lr_half,440,20260923-174158,log_151710.txt,4.4992,1.1167,2.86e-05
0028_20260917_dino_lr_half,441,20260923-174910,log_151710.txt,4.5785,1.1139,2.75e-05
0028_20260917_dino_lr_half,442,20260923-175602,log_151710.txt,4.5982,1.1121,2.65e-05
0028_20260917_dino_lr_half,443,20260923-180254,log_151710.txt,4.6212,1.1075,2.54e-05
0028_20260917_dino_lr_half,444,20260923-180947,log_151710.txt,4.6021,1.1045,2.44e-05
0028_20260917_dino_lr_half,445,20260923-181639,log_151710.txt,4.6329,1.1018,2.35e-05
0028_20260917_dino_lr_half,446,20260923-182349,log_151710.txt,4.5818,1.0977,2.25e-05
0028_20260917_dino_lr_half,447,20260923-183041,log_151710.txt,4.6495,1.0952,2.16e-05
0028_20260917_dino_lr_half,448,20260923-183734,log_151710.txt,4.6968,1.0912,2.07e-05
0028_20260917_dino_lr_half,449,20260923-184425,log_151710.txt,4.7831,1.0884,1.98e-05
0028_20260917_dino_lr_half,450,20260923-185117,log_151710.txt,4.761,1.0859,1.89e-05
0028_20260917_dino_lr_half,451,20260923-185828,log_151710.txt,4.7822,1.0833,1.8e-05
0028_20260917_dino_lr_half,452,20260923-190521,log_151710.txt,5.0409,1.0796,1.72e-05
0028_20260917_dino_lr_half,453,20260923-191213,log_151710.txt,4.8256,1.0782,1.64e-05
0028_20260917_dino_lr_half,454,20260923-191905,log_151710.txt,4.8489,1.0741,1.56e-05
0028_20260917_dino_lr_half,455,20260923-192557,log_151710.txt,4.8602,1.0711,1.48e-05
0028_20260917_dino_lr_half,456,20260923-193308,log_151710.txt,4.9067,1.0687,1.4e-05
0028_20260917_dino_lr_half,457,20260923-194000,log_151710.txt,4.9246,1.066,1.33e-05
0028_20260917_dino_lr_half,458,20260923-194652,log_151710.txt,4.9281,1.0634,1.26e-05
0028_20260917_dino_lr_half,459,20260923-195344,log_151710.txt,4.9358,1.0611,1.19e-05
0028_20260917_dino_lr_half,460,20260923-200036,log_151710.txt,4.9609,1.0578,1.12e-05
0028_20260917_dino_lr_half,461,20260923-200747,log_151710.txt,4.9236,1.0566,1.06e-05
0028_20260917_dino_lr_half,462,20260923-201439,log_151710.txt,4.9605,1.0535,9.97e-06
0028_20260917_dino_lr_half,463,20260923-202131,log_151710.txt,4.9541,1.0503,9.36e-06
0028_20260917_dino_lr_half,464,20260923-202823,log_151710.txt,5.0253,1.049,8.78e-06
0028_20260917_dino_lr_half,465,20260923-203515,log_151710.txt,4.9925,1.0469,8.21e-06
0028_20260917_dino_lr_half,466,20260923-204226,log_151710.txt,5.0152,1.0444,7.67e-06
0028_20260917_dino_lr_half,467,20260923-204918,log_151710.txt,5.0219,1.0429,7.15e-06
0028_20260917_dino_lr_half,468,20260923-205611,log_151710.txt,4.9875,1.0407,6.65e-06
0028_20260917_dino_lr_half,469,20260923-210304,log_151710.txt,4.9715,1.0392,6.17e-06
0028_20260917_dino_lr_half,470,20260923-210955,log_151710.txt,5.0607,1.0363,5.71e-06
0028_20260917_dino_lr_half,471,20260923-211707,log_151710.txt,5.028,1.035,5.27e-06
